TF.CellLine.Antibody.Lab.renamed,Cell Line,Factor,Lab,Treatment,Antibody,Data Version,Quality,Table Name,Control,TF.CellLine.Antibody.Lab,DeepBind.star,DeepBind,MEME.SUM,MEME.M1
TBP_K562_TBP_Stanford,K562,TBP,Stanford,None,TBP,ENCODE Mar 2012 Freeze,good,wgEncodeAwgTfbsSydhK562TbpIggmusUniPk,IgG+AC0-mus,TBP_K562_TBP_Stanford,0.798087,0.715881,0.725,0.607796
TCF12_GM12878_TCF12_HudsonAlpha,GM12878,TCF12,HudsonAlpha,None,TCF12,ENCODE Mar 2012 Freeze,good,wgEncodeAwgTfbsHaibGm12878Tcf12Pcr1xUniPk,NA,TCF12_GM12878_TCF12_HudsonAlpha,0.935531,0.879225,0.889748,0.881828
TCF12_H1_hESC_TCF12_HudsonAlpha,H1+AC0-hESC,TCF12,HudsonAlpha,None,TCF12,ENCODE Mar 2012 Freeze,good,wgEncodeAwgTfbsHaibH1hescTcf12Pcr1xUniPk,NA,TCF12_H1-hESC_TCF12_HudsonAlpha,0.930354,0.90006,0.88494,0.86284
TCF12_HepG2_TCF12_HudsonAlpha,HepG2,TCF12,HudsonAlpha,None,TCF12,ENCODE Mar 2012 Freeze,good,wgEncodeAwgTfbsHaibHepg2Tcf12Pcr1xUniPk,NA,TCF12_HepG2_TCF12_HudsonAlpha,0.866572,0.835156,0.723912,0.727952
TCF3_GM12878_TCF3_(SC_349)_HudsonAlpha,GM12878,TCF3,HudsonAlpha,None,TCF3+AF8-(SC+AC0-349),ENCODE Mar 2012 Freeze,good,wgEncodeAwgTfbsHaibGm12878Tcf3Pcr1xUniPk,NA,TCF3_GM12878_TCF3_(SC-349)_HudsonAlpha,0.898121,0.830516,0.848576,0.830428
TCF7L2_HCT_116_TCF7L2_USC,HCT+AC0-116,TCF7L2,USC,None,TCF7L2,ENCODE Mar 2012 Freeze,good,wgEncodeAwgTfbsSydhHct116Tcf7l2UcdUniPk,UCDavis,TCF7L2_HCT-116_TCF7L2_USC,0.955655,0.900037,0.882632,0.875452
TCF7L2_HEK293_TCF7L2_USC,HEK293,TCF7L2,USC,None,TCF7L2,ENCODE Mar 2012 Freeze,good,wgEncodeAwgTfbsSydhHek293Tcf7l2UcdUniPk,UCDavis,TCF7L2_HEK293_TCF7L2_USC,0.87968,0.833181,0.85302,0.832872
TCF7L2_HeLa_S3_TCF7L2_C9B9_(2565)_USC,HeLa+AC0-S3,TCF7L2,USC,None,TCF7L2+AF8-C9B9+AF8-(2565),ENCODE Mar 2012 Freeze,good,wgEncodeAwgTfbsSydhHelas3Tcf7l2c9b92565UcdUniPk,UCDavis,TCF7L2_HeLa-S3_TCF7L2_C9B9_(2565)_USC,0.908574,0.916791,0.874648,0.8784
TCF7L2_MCF_7_TCF7L2_USC,MCF+AC0-7,TCF7L2,USC,None,TCF7L2,ENCODE Mar 2012 Freeze,good,wgEncodeAwgTfbsSydhMcf7Tcf7l2UcdUniPk,UCDavis,TCF7L2_MCF-7_TCF7L2_USC,0.895386,0.881875,0.852356,0.85928
TCF7L2_PANC_1_TCF7L2_USC,PANC+AC0-1,TCF7L2,USC,None,TCF7L2,ENCODE Mar 2012 Freeze,good,wgEncodeAwgTfbsSydhPanc1Tcf7l2UcdUniPk,UCDavis,TCF7L2_PANC-1_TCF7L2_USC,0.852781,0.834754,0.833624,0.808512
TEAD4_H1_hESC_TEAD4_(SC_101184)_HudsonAlpha,H1+AC0-hESC,TEAD4,HudsonAlpha,None,TEAD4+AF8-(SC+AC0-101184),ENCODE Mar 2012 Freeze,good,wgEncodeAwgTfbsHaibH1hescTead4sc101184V0422111UniPk,NA,TEAD4_H1-hESC_TEAD4_(SC-101184)_HudsonAlpha,0.989564,0.981699,0.969412,0.966
TEAD4_HepG2_TEAD4_(SC_101184)_HudsonAlpha,HepG2,TEAD4,HudsonAlpha,None,TEAD4+AF8-(SC+AC0-101184),ENCODE Mar 2012 Freeze,good,wgEncodeAwgTfbsHaibHepg2Tead4sc101184V0422111UniPk,NA,TEAD4_HepG2_TEAD4_(SC-101184)_HudsonAlpha,0.95197,0.892949,0.90606,0.887464
TEAD4_K562_TEAD4_(SC_101184)_HudsonAlpha,K562,TEAD4,HudsonAlpha,None,TEAD4+AF8-(SC+AC0-101184),ENCODE Mar 2012 Freeze,good,wgEncodeAwgTfbsHaibK562Tead4sc101184V0422111UniPk,NA,TEAD4_K562_TEAD4_(SC-101184)_HudsonAlpha,0.967164,0.938512,0.833612,0.930084
TFAP2A_HeLa_S3_AP_2alpha_USC,HeLa+AC0-S3,TFAP2A,USC,None,AP+AC0-2alpha,ENCODE Mar 2012 Freeze,good,wgEncodeAwgTfbsSydhHelas3Ap2alphaUniPk,std,TFAP2A_HeLa-S3_AP-2alpha_USC,0.973434,0.946384,0.872272,0.926256
TFAP2C_HeLa_S3_AP_2gamma_USC,HeLa+AC0-S3,TFAP2C,USC,None,AP+AC0-2gamma,ENCODE Mar 2012 Freeze,good,wgEncodeAwgTfbsSydhHelas3Ap2gammaUniPk,std,TFAP2C_HeLa-S3_AP-2gamma_USC,0.967055,0.924822,0.91032,0.903084
THAP1_K562_THAP1_(SC_98174)_HudsonAlpha,K562,THAP1,HudsonAlpha,None,THAP1+AF8-(SC+AC0-98174),ENCODE Mar 2012 Freeze,good,wgEncodeAwgTfbsHaibK562Thap1sc98174V0416101UniPk,NA,THAP1_K562_THAP1_(SC-98174)_HudsonAlpha,0.834785,0.812242,0.813792,0.636324
TRIM28_K562_TRIM28_(SC_81411)_HudsonAlpha,K562,TRIM28,HudsonAlpha,None,TRIM28+AF8-(SC+AC0-81411),ENCODE Mar 2012 Freeze,good,wgEncodeAwgTfbsHaibK562Trim28sc81411V0422111UniPk,NA,TRIM28_K562_TRIM28_(SC-81411)_HudsonAlpha,0.84043,0.869266,0.832308,0.824656
UBTF_K562_UBF_(sc_13125)_Stanford,K562,UBTF,Stanford,None,UBF+AF8-(sc+AC0-13125),ENCODE Mar 2012 Freeze,good,wgEncodeAwgTfbsSydhK562Ubfsc13125IggmusUniPk,IgG+AC0-mus,UBTF_K562_UBF_(sc-13125)_Stanford,0.76344,0.690754,0.587804,0.590408
UBTF_K562_UBTF_(SAB1404509)_Stanford,K562,UBTF,Stanford,None,UBTF+AF8-(SAB1404509),ENCODE Mar 2012 Freeze,good,wgEncodeAwgTfbsSydhK562Ubtfsab1404509IggmusUniPk,IgG+AC0-mus,UBTF_K562_UBTF_(SAB1404509)_Stanford,0.740456,0.738281,0.629016,0.579232
USF1_GM12878_USF_1_HudsonAlpha,GM12878,USF1,HudsonAlpha,None,USF+AC0-1,ENCODE Mar 2012 Freeze,good,wgEncodeAwgTfbsHaibGm12878Usf1Pcr2xUniPk,NA,USF1_GM12878_USF-1_HudsonAlpha,0.987893,0.988422,0.984752,0.98354
USF1_H1_hESC_USF_1_HudsonAlpha,H1+AC0-hESC,USF1,HudsonAlpha,None,USF+AC0-1,ENCODE Mar 2012 Freeze,good,wgEncodeAwgTfbsHaibH1hescUsf1Pcr1xUniPk,NA,USF1_H1-hESC_USF-1_HudsonAlpha,0.998518,0.993833,0.995652,0.994544
USF1_HepG2_USF_1_HudsonAlpha,HepG2,USF1,HudsonAlpha,None,USF+AC0-1,ENCODE Mar 2012 Freeze,good,wgEncodeAwgTfbsHaibHepg2Usf1Pcr1xUniPk,NA,USF1_HepG2_USF-1_HudsonAlpha,0.992982,0.994573,0.992264,0.99324
USF1_K562_USF_1_HudsonAlpha,K562,USF1,HudsonAlpha,None,USF+AC0-1,ENCODE Mar 2012 Freeze,good,wgEncodeAwgTfbsHaibK562Usf1V0416101UniPk,NA,USF1_K562_USF-1_HudsonAlpha,0.993108,0.989128,0.976956,0.989668
USF1_SK_N_SH_(Retinoic_Acid)_USF1_(SC_8983)_HudsonAlpha,SK+AC0-N+AC0-SH (Retinoic Acid),USF1,HudsonAlpha,None,USF1+AF8-(SC+AC0-8983),ENCODE Mar 2012 Freeze,good,wgEncodeAwgTfbsHaibSknshraUsf1sc8983V0416102UniPk,NA,USF1_SK-N-SH-(Retinoic-Acid)_USF1_(SC-8983)_HudsonAlpha,0.995246,0.990456,0.978168,0.987348
USF2_GM12878_USF2_Stanford,GM12878,USF2,Stanford,None,USF2,ENCODE Mar 2012 Freeze,good,wgEncodeAwgTfbsSydhGm12878Usf2IggmusUniPk,IgG+AC0-mus,USF2_GM12878_USF2_Stanford,0.991146,0.981536,0.978156,0.985268
USF2_H1_hESC_USF2_Stanford,H1+AC0-hESC,USF2,Stanford,None,USF2,ENCODE Mar 2012 Freeze,good,wgEncodeAwgTfbsSydhH1hescUsf2IggrabUniPk,IgG+AC0-rab,USF2_H1-hESC_USF2_Stanford,0.997442,0.994374,0.985884,0.993264
USF2_HeLa_S3_USF2_Stanford,HeLa+AC0-S3,USF2,Stanford,None,USF2,ENCODE Mar 2012 Freeze,good,wgEncodeAwgTfbsSydhHelas3Usf2IggmusUniPk,IgG+AC0-mus,USF2_HeLa-S3_USF2_Stanford,0.996043,0.988407,0.987428,0.987964
USF2_HepG2_USF2_Stanford,HepG2,USF2,Stanford,None,USF2,ENCODE Mar 2012 Freeze,good,wgEncodeAwgTfbsSydhHepg2Usf2IggrabUniPk,IgG+AC0-rab,USF2_HepG2_USF2_Stanford,0.994668,0.991537,0.993776,0.99162
USF2_K562_USF2_Stanford,K562,USF2,Stanford,None,USF2,ENCODE Mar 2012 Freeze,good,wgEncodeAwgTfbsSydhK562Usf2IggrabUniPk,IgG+AC0-rab,USF2_K562_USF2_Stanford,0.991529,0.992796,0.991128,0.988624
WRNIP1_GM12878_WHIP_Stanford,GM12878,WRNIP1,Stanford,None,WHIP,ENCODE Mar 2012 Freeze,good,wgEncodeAwgTfbsSydhGm12878WhipIggmusUniPk,IgG+AC0-mus,WRNIP1_GM12878_WHIP_Stanford,0.746525,0.604388,0.565268,0.4869
YY1_GM12878_YY1_(SC_281)_HudsonAlpha,GM12878,YY1,HudsonAlpha,None,YY1+AF8-(SC+AC0-281),ENCODE Mar 2012 Freeze,good,wgEncodeAwgTfbsHaibGm12878Yy1sc281Pcr1xUniPk,NA,YY1_GM12878_YY1_(SC-281)_HudsonAlpha,0.977434,0.979802,0.917068,0.963068
YY1_GM12891_YY1_(SC_281)_HudsonAlpha,GM12891,YY1,HudsonAlpha,None,YY1+AF8-(SC+AC0-281),ENCODE Mar 2012 Freeze,good,wgEncodeAwgTfbsHaibGm12891Yy1sc281V0416101UniPk,NA,YY1_GM12891_YY1_(SC-281)_HudsonAlpha,0.983699,0.989608,0.984028,0.98738
YY1_GM12892_YY1_HudsonAlpha,GM12892,YY1,HudsonAlpha,None,YY1,ENCODE Mar 2012 Freeze,good,wgEncodeAwgTfbsHaibGm12892Yy1V0416101UniPk,NA,YY1_GM12892_YY1_HudsonAlpha,0.98058,0.990185,0.976536,0.977392
YY1_H1_hESC_YY1_(SC_281)_HudsonAlpha,H1+AC0-hESC,YY1,HudsonAlpha,None,YY1+AF8-(SC+AC0-281),ENCODE Mar 2012 Freeze,good,wgEncodeAwgTfbsHaibH1hescYy1sc281V0416102UniPk,NA,YY1_H1-hESC_YY1_(SC-281)_HudsonAlpha,0.98488,0.986845,0.968116,0.968212
YY1_HCT_116_YY1_(SC_281)_HudsonAlpha,HCT+AC0-116,YY1,HudsonAlpha,None,YY1+AF8-(SC+AC0-281),ENCODE Mar 2012 Freeze,good,wgEncodeAwgTfbsHaibHct116Yy1sc281V0416101UniPk,NA,YY1_HCT-116_YY1_(SC-281)_HudsonAlpha,0.978893,0.98241,0.967144,0.969608
YY1_HepG2_YY1_(SC_281)_HudsonAlpha,HepG2,YY1,HudsonAlpha,None,YY1+AF8-(SC+AC0-281),ENCODE Mar 2012 Freeze,good,wgEncodeAwgTfbsHaibHepg2Yy1sc281V0416101UniPk,NA,YY1_HepG2_YY1_(SC-281)_HudsonAlpha,0.976193,0.977819,0.941728,0.955104
YY1_K562_YY1_(SC_281)_HudsonAlpha,K562,YY1,HudsonAlpha,None,YY1+AF8-(SC+AC0-281),ENCODE Mar 2012 Freeze,good,wgEncodeAwgTfbsHaibK562Yy1V0416101UniPk,NA,YY1_K562_YY1_(SC-281)_HudsonAlpha,0.98619,0.986852,0.959544,0.974416
YY1_K562_YY1_HudsonAlpha,K562,YY1,HudsonAlpha,None,YY1,ENCODE Mar 2012 Freeze,good,wgEncodeAwgTfbsHaibK562Yy1V0416102UniPk,NA,YY1_K562_YY1_HudsonAlpha,0.986773,0.987328,0.977264,0.986528
YY1_NT2_D1_YY1_USC,NT2+AC0-D1,YY1,USC,None,YY1,ENCODE Mar 2012 Freeze,good,wgEncodeAwgTfbsSydhNt2d1Yy1UcdUniPk,UCDavis,YY1_NT2-D1_YY1_USC,0.989969,0.986822,0.948416,0.98252
YY1_SK_N_SH_(Retinoic_Acid)_YY1_(SC_281)_HudsonAlpha,SK+AC0-N+AC0-SH (Retinoic Acid),YY1,HudsonAlpha,None,YY1+AF8-(SC+AC0-281),ENCODE Mar 2012 Freeze,good,wgEncodeAwgTfbsHaibSknshraYy1sc281V0416102UniPk,NA,YY1_SK-N-SH-(Retinoic-Acid)_YY1_(SC-281)_HudsonAlpha,0.981731,0.984072,0.935672,0.974392
ZBTB33_GM12878_ZBTB33_HudsonAlpha,GM12878,ZBTB33,HudsonAlpha,None,ZBTB33,ENCODE Mar 2012 Freeze,good,wgEncodeAwgTfbsHaibGm12878Zbtb33Pcr1xUniPk,NA,ZBTB33_GM12878_ZBTB33_HudsonAlpha,0.927348,0.900125,0.879748,0.870436
ZBTB33_HCT_116_ZBTB33_HudsonAlpha,HCT+AC0-116,ZBTB33,HudsonAlpha,None,ZBTB33,ENCODE Mar 2012 Freeze,good,wgEncodeAwgTfbsHaibHct116Zbtb33V0416101UniPk,NA,ZBTB33_HCT-116_ZBTB33_HudsonAlpha,0.848456,0.794085,0.83508,0.770844
ZBTB33_HepG2_ZBTB33_HudsonAlpha,HepG2,ZBTB33,HudsonAlpha,None,ZBTB33,ENCODE Mar 2012 Freeze,good,wgEncodeAwgTfbsHaibHepg2Zbtb33Pcr1xUniPk,NA,ZBTB33_HepG2_ZBTB33_HudsonAlpha,0.904346,0.907306,0.851388,0.806208
ZBTB33_K562_ZBTB33_HudsonAlpha,K562,ZBTB33,HudsonAlpha,None,ZBTB33,ENCODE Mar 2012 Freeze,good,wgEncodeAwgTfbsHaibK562Zbtb33Pcr1xUniPk,NA,ZBTB33_K562_ZBTB33_HudsonAlpha,0.912269,0.879138,0.86902,0.862992
ZBTB7A_HepG2_ZBTB7A_(SC_34508)_HudsonAlpha,HepG2,ZBTB7A,HudsonAlpha,None,ZBTB7A+AF8-(SC+AC0-34508),ENCODE Mar 2012 Freeze,good,wgEncodeAwgTfbsHaibHepg2Zbtb7aV0416101UniPk,NA,ZBTB7A_HepG2_ZBTB7A_(SC-34508)_HudsonAlpha,0.874138,0.800721,0.77424,0.744584
ZBTB7A_K562_ZBTB7A_(SC_34508)_HudsonAlpha,K562,ZBTB7A,HudsonAlpha,None,ZBTB7A+AF8-(SC+AC0-34508),ENCODE Mar 2012 Freeze,good,wgEncodeAwgTfbsHaibK562Zbtb7asc34508V0416101UniPk,NA,ZBTB7A_K562_ZBTB7A_(SC-34508)_HudsonAlpha,0.876156,0.813785,0.758996,0.739784
ZEB1_GM12878_ZEB1_(SC_25388)_HudsonAlpha,GM12878,ZEB1,HudsonAlpha,None,ZEB1+AF8-(SC+AC0-25388),ENCODE Mar 2012 Freeze,good,wgEncodeAwgTfbsHaibGm12878Zeb1sc25388V0416102UniPk,NA,ZEB1_GM12878_ZEB1_(SC-25388)_HudsonAlpha,0.912694,0.88656,0.874712,0.854136
ZNF143_GM12878_Znf143_(16618_1_AP)_Stanford,GM12878,ZNF143,Stanford,None,Znf143+AF8-(16618+AC0-1+AC0-AP),ENCODE Mar 2012 Freeze,good,wgEncodeAwgTfbsSydhGm12878Znf143166181apUniPk,std,ZNF143_GM12878_Znf143_(16618-1-AP)_Stanford,0.971642,0.981934,0.949556,0.9052
ZNF143_H1_hESC_Znf143_(16618_1_AP)_Stanford,H1+AC0-hESC,ZNF143,Stanford,None,Znf143+AF8-(16618+AC0-1+AC0-AP),ENCODE Mar 2012 Freeze,good,wgEncodeAwgTfbsSydhH1hescZnf143IggrabUniPk,IgG+AC0-rab,ZNF143_H1-hESC_Znf143_(16618-1-AP)_Stanford,0.982366,0.982929,0.982108,0.951952
ZNF143_HeLa_S3_Znf143_(16618_1_AP)_Stanford,HeLa+AC0-S3,ZNF143,Stanford,None,Znf143+AF8-(16618+AC0-1+AC0-AP),ENCODE Mar 2012 Freeze,good,wgEncodeAwgTfbsSydhHelas3Znf143IggrabUniPk,IgG+AC0-rab,ZNF143_HeLa-S3_Znf143_(16618-1-AP)_Stanford,0.991498,0.99078,0.983308,0.969264
ZNF143_K562_Znf143_(16618_1_AP)_Stanford,K562,ZNF143,Stanford,None,Znf143+AF8-(16618+AC0-1+AC0-AP),ENCODE Mar 2012 Freeze,good,wgEncodeAwgTfbsSydhK562Znf143IggrabUniPk,IgG+AC0-rab,ZNF143_K562_Znf143_(16618-1-AP)_Stanford,0.979832,0.990387,0.985716,0.95406
ZNF217_MCF_7_ZNF217_USC,MCF+AC0-7,ZNF217,USC,None,ZNF217,ENCODE Mar 2012 Freeze,good,wgEncodeAwgTfbsSydhMcf7Znf217UcdUniPk,UCDavis,ZNF217_MCF-7_ZNF217_USC,0.873289,0.708627,0.726656,0.668784
ZNF263_HEK293_T_REx_ZNF263_USC,HEK293+AC0-T+AC0-REx,ZNF263,USC,None,ZNF263,ENCODE Mar 2012 Freeze,good,wgEncodeAwgTfbsSydhHek293tZnf263UcdUniPk,UCDavis,ZNF263_HEK293-T-REx_ZNF263_USC,0.949194,0.897941,0.861076,0.748596
ZNF263_K562_ZNF263_USC,K562,ZNF263,USC,None,ZNF263,ENCODE Mar 2012 Freeze,good,wgEncodeAwgTfbsSydhK562Znf263UcdUniPk,UCDavis,ZNF263_K562_ZNF263_USC,0.894029,0.879043,0.824632,0.829752
ZNF274_K562_ZNF274_(M01)_USC,K562,ZNF274,USC,None,ZNF274+AF8-(M01),ENCODE Mar 2012 Freeze,good,wgEncodeAwgTfbsSydhK562Znf274m01UcdUniPk,UCDavis,ZNF274_K562_ZNF274_(M01)_USC,0.908558,0.815211,0.703992,0.70364
ZNF274_K562_ZNF274_USC,K562,ZNF274,USC,None,ZNF274,ENCODE Mar 2012 Freeze,good,wgEncodeAwgTfbsSydhK562Znf274UcdUniPk,UCDavis,ZNF274_K562_ZNF274_USC,0.934793,0.927703,0.901746,0.883137
